Tiempo;PM10;PM2.5;Vel Viento;Precipitacion;Dir Viento;OZONO;CO;NO;NO2;NOX;SO2;Temperatura
1/01/2023 1:00;29,8;23;0,4;0;281;14,2;0,3;1,7;5,8;7,5;0,8;11,9
1/01/2023 2:00;26,1;26;0,7;0;334;11;0,3;2,5;6,1;8,6;0,9;11,8
1/01/2023 3:00;31,7;27;0,6;0;323;11,9;0,3;2,3;6,6;8,9;0,9;11,8
1/01/2023 4:00;28;28;0,5;0;329;9,5;0,3;2,5;7,7;10,2;0,8;11,4
1/01/2023 5:00;32;26;0,5;0;321;11,3;0,3;2,4;5,8;8,3;0,9;10,8
1/01/2023 6:00;23,5;21;0,2;0;326;9,5;0,3;1,6;6,6;8,2;0,7;10,8
1/01/2023 7:00;26;25;0,1;0;180;6;0,4;2,9;8,2;11,1;0,7;10,7
1/01/2023 8:00;29,6;28;0,6;0;9;11,4;0,5;7,3;8,3;15,6;1;16,5
1/01/2023 9:00;32,6;27;1,2;0;306;24,6;0,3;4,5;13,1;17,6;1,3;19,4
1/01/2023 10:00;30;22;0,5;0;352;28,2;0,3;3,1;7,7;10,7;1,4;18,1
1/01/2023 11:00;21,3;18;0,7;0;216;36,5;0,2;1,8;4,4;6,2;1,5;21,6
1/01/2023 12:00;23,9;16;0,7;0;179;38;0,2;0,9;3,3;4,1;1,4;21,1
1/01/2023 13:00;17,6;8;0,8;0;212;36,6;0,2;0,8;2,6;3,4;3,1;23,2
1/01/2023 14:00;15;7;2,8;0;308;43,6;0,2;1;3,3;4,3;2,2;21,2
1/01/2023 15:00;24,1;17;4,4;0;291;55,7;0,3;1;4,1;5,1;2,2;21
1/01/2023 16:00;0;26;3,8;0,5;280;43,9;0,3;0,8;5;5,7;1,8;16
1/01/2023 17:00;0;24;1,9;0,7;261;34,6;0,3;0,9;5,8;6,6;1,8;14,8
1/01/2023 18:00;29,5;27;3;0;274;32,6;0,3;0,7;5,4;6,1;1,7;14,3
1/01/2023 19:00;21,6;17;1,5;1,5;269;22,7;0,3;0,7;6,9;7,6;1,7;13,6
1/01/2023 20:00;19;19;0,9;0,3;297;13,5;0,4;1,3;8,8;10,1;1,6;12,8
1/01/2023 21:00;17;17;1,3;1,2;23;11,1;0,4;2;8,2;10,1;1,5;12,6
1/01/2023 22:00;17;17;0,5;0,3;292;7,3;0,4;2,4;8,7;11,1;1,4;12,2
1/01/2023 23:00;18,9;14;0,1;0,1;77;7,8;0,3;1,9;10;11,9;1,3;11,9
2/01/2023 0:00;13,9;9;0,4;0;207;7,6;0,3;1,7;12;13,6;1,2;11,5
2/01/2023 1:00;14,3;10;0,2;0;182;5,8;0,3;2,1;9,6;11,7;1,1;10,9
2/01/2023 2:00;15;15;0,3;0;334;3,9;0,3;2,4;9;11,4;1;10,6
2/01/2023 3:00;8;7;0,2;0;216;4,4;0,3;1,9;9,5;11,4;1;11,1
2/01/2023 4:00;11;11;0,5;0;74;6,7;0,3;2;7,5;9,5;1;11,4
2/01/2023 5:00;0;12;0,1;0;356;9,2;0,2;1,6;3,9;5,6;1;11,4
2/01/2023 6:00;12,4;9;0,4;0;6;3,4;0,2;2,2;5,7;7,9;0,9;11,2
2/01/2023 7:00;13,6;9;0,8;0;54;2,5;0,3;4,9;8,8;13,7;1;11,7
2/01/2023 8:00;10,7;8;1,1;0;3;5,7;0,4;12,7;8,7;21,5;1,2;13,2
2/01/2023 9:00;16,3;8;1,3;0;327;11,3;0,4;10,5;12,6;23,1;1,4;15,7
2/01/2023 10:00;17,8;17;1;0;335;17,2;0,4;7,7;11,7;19,4;1,7;16,9
2/01/2023 11:00;16,4;14;0,3;0;251;27,4;0,3;6,4;8,1;14,5;1,9;19,6
2/01/2023 12:00;16,3;15;0,9;0;303;39,1;0,3;4;7,7;11,6;2;22
2/01/2023 13:00;21,6;15;2,4;0;301;44;0,3;3,3;8,1;11,4;2,3;22,1
2/01/2023 14:00;0;24;3,7;0,5;303;41;0,3;1,5;5,9;7,4;2;17,5
2/01/2023 15:00;13,8;12;3,6;0;292;37,8;0,3;1,5;5,8;7,3;1,8;16,5
2/01/2023 16:00;20,3;10;2,2;1,3;268;29,1;0,3;1,6;7,5;9,1;1,7;14,8
2/01/2023 17:00;19,2;10;0,7;0;222;26,1;0,3;2,1;8,9;11;1,9;15,4
2/01/2023 18:00;16;16;1;0,1;269;18,5;0,5;2,4;13,5;15,9;1,8;15,4
2/01/2023 19:00;18,2;18;1,6;0,1;294;10,4;0,5;2,5;13,2;15,7;1,6;13,7
2/01/2023 20:00;12,9;10;1,3;0,1;331;7;0,5;4,2;15,2;19,4;1,6;13,2
2/01/2023 21:00;12;12;0,4;0,1;148;5,3;0,5;3;16,2;19,2;1,4;12,7
2/01/2023 22:00;17;17;0,3;0,3;320;2,2;0,6;6,1;18,7;24,9;1,3;12,7
2/01/2023 23:00;0;19;1,6;2,5;307;8,9;0,4;3,6;11,6;15,2;1,3;12,2
3/01/2023 0:00;15,2;9;1,2;0,3;291;4,4;0,4;4,5;12,7;17,1;1,2;12,3
3/01/2023 1:00;13,6;10;0,1;0;208;1,1;0,3;5,2;10,8;16;0;12,3
3/01/2023 2:00;19,7;10;0,5;0;258;3;0,3;4,5;10,7;15,1;0,2;12,3
3/01/2023 3:00;14,8;12;1;0;303;7,6;0,3;3,1;9;12,1;0,4;12,1
3/01/2023 4:00;10,5;7;0,8;0;320;4,5;0,3;3,5;8,7;12,2;0,3;11,8
3/01/2023 5:00;16;16;0,8;0;312;2,5;0,3;4,3;10,6;15;0,2;11,4
3/01/2023 6:00;13;13;0,4;0;239;0,1;0,3;7,9;11,9;19,8;0;10,2
3/01/2023 7:00;9;9;0,6;0;297;1,1;0,6;21,6;10,7;32,4;0;10,6
3/01/2023 8:00;11,3;11;0,3;0;306;2,5;0,9;29,5;13,1;42,6;1;12,4
3/01/2023 9:00;30;23;0,6;0;243;11,1;0,5;15,1;11,6;26,7;2,3;15,3
3/01/2023 10:00;27,3;20;1;0;318;23,6;0,5;11,5;15,6;27,2;1,1;19,2
3/01/2023 11:00;31,5;22;1,2;0;286;30,6;0,4;7,2;10,1;17,3;0,9;20,7
3/01/2023 12:00;31,3;15;3,2;0;316;34,6;0,6;4,5;7,1;11,6;1,1;21,8
3/01/2023 13:00;35,5;18;3,6;0;316;34,7;0,7;2,3;4,5;6,8;1,1;20,1
3/01/2023 14:00;29,2;22;3,2;0;339;33,3;0,3;1,9;4,2;6;1;20,5
3/01/2023 15:00;22,1;9;3,7;0;316;32,9;0,2;2,3;4;6,4;1,2;21
3/01/2023 16:00;19;9;3,5;0;319;28,9;0,2;2,5;4,7;7,2;1,1;19,1
3/01/2023 17:00;13,9;7;3,6;0;319;21,4;0,3;3,1;7,4;10,5;1;16,4
3/01/2023 18:00;11,7;9;1,6;0,9;1;16,6;0,3;2,9;9,1;12;0,8;14,5
3/01/2023 19:00;12;6;1;0,3;53;9,7;0,4;2,5;11,7;14,3;0,6;12,1
3/01/2023 20:00;8,3;7;0,2;0;305;2,1;0,5;5;13,5;18,5;0,5;11,8
3/01/2023 21:00;6,9;6;0,6;0;83;1;0,6;8,9;15,4;24,3;0,4;11,7
3/01/2023 22:00;0;13;0,6;0;317;1,2;0,6;11,2;13,3;24,5;0,4;11,9
3/01/2023 23:00;9;9;1,2;0;301;3,8;0,4;6,3;12,3;18,6;0,4;12,2
4/01/2023 0:00;12,9;10;0,9;0;275;2,4;0,4;4,9;12,9;17,8;0,4;12
4/01/2023 1:00;16,5;9;1,2;0;309;0,3;0,4;9,5;13,5;23,1;0,3;11,6
4/01/2023 2:00;12,4;9;1,7;0;312;9,8;0,3;4,2;8,8;13;0,4;11,9
4/01/2023 3:00;13,4;8;1,5;0;12;4,6;0,3;4;8,5;12,5;0,7;12
4/01/2023 4:00;9,6;8;1,6;0;352;3,8;0,3;3,6;8,8;12,4;1,8;11,9
4/01/2023 5:00;16;16;1;0;292;5;0,2;3,9;8;11,9;0,7;11,3
4/01/2023 6:00;11;11;1;0;293;1,2;0,3;8,6;10,8;19,4;0,2;10,4
4/01/2023 7:00;17;8;1;0;288;2,2;0,8;17,9;13;30,8;0,6;11,5
4/01/2023 8:00;0;34;0,5;0;338;4,8;1,2;21;14,5;35,5;1,4;13,3
4/01/2023 9:00;55,2;45;0,9;0;263;12;0,9;0;0;0;0;17,1
4/01/2023 10:00;54,6;13;0,9;0;298;18,2;0,5;9,4;14,3;23,6;0;19,6
4/01/2023 11:00;50,9;12;0,9;0;57;0;0;6,4;12,7;19;0;20,3
4/01/2023 12:00;36,9;14;1,2;0;58;0;0,4;5,5;14,8;20,4;0;20,1
4/01/2023 13:00;37,1;17;0,8;0;106;27,1;0,4;4,6;13,8;18,4;0;20
4/01/2023 14:00;35,3;15;3,2;0;304;35,5;0,2;2;6;8;0;20,4
4/01/2023 15:00;38,6;12;4,5;0;292;35;0,3;2,6;4,6;7,2;0;20,5
4/01/2023 16:00;29;16;3,2;0;295;26,4;0,2;2,7;5,1;7,8;0;17,8
4/01/2023 17:00;27,4;8;3,2;0;293;25,1;0,3;3,2;6,5;9,6;0;17,2
4/01/2023 18:00;23,3;20;2,3;0;286;17,4;0,4;2,8;10;12,8;0;15,7
4/01/2023 19:00;16,8;15;2,3;0;293;10,8;0,5;2,3;14,2;16,5;0;14,7
4/01/2023 20:00;32,9;17;2;0;326;6,7;0,4;2,3;13,5;15,9;0;14,2
4/01/2023 21:00;23,3;12;1,4;0;292;1,7;0,5;6,2;15,8;21,9;0;13,5
4/01/2023 22:00;22;16;1,2;0;314;1,9;0,5;6,2;14,7;20,9;0;13,5
4/01/2023 23:00;22;14;1,4;0;329;2,3;0,5;6,1;13,1;19,3;0;12,7
5/01/2023 0:00;21,4;13;1,1;0;340;2;0,4;9,1;14,9;24;0;12,7
5/01/2023 1:00;20;11;0,5;0;256;0,9;0,3;7,5;13,7;21,2;0;12,4
5/01/2023 2:00;17,3;14;0,5;0;305;0,6;0,4;6,9;12,7;19,7;0;12,3
5/01/2023 3:00;0;23;0,9;0;324;3,7;0,3;6,1;11,3;17,4;0;12,5
5/01/2023 4:00;22,9;16;1,4;0;303;1,3;0,3;6;13,3;19,3;0;12,8
5/01/2023 5:00;24,9;16;0,5;0;246;0,4;0,4;11,6;11,3;22,9;0;12,2
5/01/2023 6:00;22,3;14;0,8;0,1;293;0,7;0,4;13,9;12;25,8;0;12,2
5/01/2023 7:00;27,4;14;0,4;0;40;1;0,4;11,7;11,1;22,8;0;12,4
5/01/2023 8:00;25,9;14;0,8;0;287;3,6;0,7;25,4;15,5;40,9;0;14,9
5/01/2023 9:00;23,6;21;1,8;0;32;11,8;0,7;18,3;14,1;32,5;0;18,7
5/01/2023 10:00;32,4;19;1,7;0;5;19,1;0,5;10,2;11;21,1;0;19,9
5/01/2023 11:00;23,1;9;0,9;0;22;18,2;0,5;6,3;11,6;17,9;0;17,5
5/01/2023 12:00;16,6;16,6;1;0;79;19,3;0,4;4,5;10,5;15;0;16,9
5/01/2023 13:00;14,4;14,4;1,6;0;94;23,9;0,3;2,9;7;9,9;0;17,6
5/01/2023 14:00;18,6;9;1,4;0;119;26,1;0,3;2,4;6,2;8,6;0;18,9
5/01/2023 15:00;19;10;2,2;0;118;25,6;0,3;2;5,5;7,6;0;18,3
5/01/2023 16:00;17;17;1,8;0;136;21,5;0,3;1,6;7,1;8,7;0;17,1
5/01/2023 17:00;22,5;15;1,3;0;147;18;0,3;2,1;8,8;10,9;0;16,6
5/01/2023 18:00;22,4;15;0,8;0;155;15,5;0,4;1,5;9,3;10,8;0;15,7
5/01/2023 19:00;17;17;0,2;0;169;10,3;0,4;2,3;10,9;13,2;0;14,4
5/01/2023 20:00;16;16;0,8;0;298;0,8;0,8;19,2;15,6;34,8;0;12,3
5/01/2023 21:00;21,9;20;0,5;0;2;0,6;0,9;24,5;15,2;39,8;0;11,4
5/01/2023 22:00;22;22;1;0;346;1;0,8;15,6;17,3;32,9;0;12,8
5/01/2023 23:00;35,6;26;1,4;0;318;6;0,6;8,2;15,5;23,6;0;13,4
6/01/2023 0:00;33,5;22;0,6;0;323;3,9;0,4;4,6;13;17,6;0;13,2
6/01/2023 1:00;29,3;21;0,3;0;323;1,6;0,3;4,3;12,7;17;0;12,9
6/01/2023 2:00;28,9;16;0,9;0;333;0,5;0,4;9;12,2;21,1;0,6;12,8
6/01/2023 3:00;31,8;11;0,8;0;33;1,1;0,3;8,5;10,5;19;1,2;12,3
6/01/2023 4:00;23,5;13;0,4;0;318;0,8;0,2;6,1;9,1;15,2;0,5;11,6
6/01/2023 5:00;22,1;12;0,3;0;298;0,4;0,2;8;7,9;15,9;0,1;9,9
6/01/2023 6:00;19;19;0,3;0;326;0,5;0,3;21,3;6,9;28,2;0,1;9,6
6/01/2023 7:00;15,3;13;0,5;0;275;0,9;0,9;61,1;7;68,2;0,3;10
6/01/2023 8:00;26;22;1,1;0;287;3,4;0,9;41,5;11,6;53,1;1,4;13,6
6/01/2023 9:00;32,8;31;0,9;0;298;6,6;0,8;35,1;18,5;53,6;0;16,5
6/01/2023 10:00;63,4;38;0,6;0;72;18;0,7;21,7;16,9;38,6;0;21,4
6/01/2023 11:00;58,7;37;0,9;0;320;27,5;0,5;11,2;16,5;27,8;3,6;20,6
6/01/2023 12:00;49,8;28;0,9;0;292;32,6;0,5;6,8;15;21,8;3,4;19,8
6/01/2023 13:00;45;25;1,7;0;287;34;0,5;6;19,3;25,3;3,6;19,8
6/01/2023 14:00;37,9;32;2,5;0;295;39,6;0,4;5,7;14,1;19,8;3,7;20,5
6/01/2023 15:00;51,9;29;3,9;0;279;45,5;0,3;4,1;10;14,1;3,8;21
6/01/2023 16:00;48,2;26;3,9;0;292;34,3;0,3;3,4;8,6;11,9;3,7;18,1
6/01/2023 17:00;33,8;15;3,5;0;304;33,5;0,2;1,9;6,3;8,1;3,4;16,9
6/01/2023 18:00;34,2;15;2,4;0;305;25,2;0,3;1,4;9,7;11,2;3,6;16
6/01/2023 19:00;25,9;17;1,4;0,9;11;18,3;0,3;1,4;10;11,4;3,4;14,5
6/01/2023 20:00;25,6;20;2,2;9,1;65;6,4;0,5;5,7;17,6;23,3;3,2;12,3
6/01/2023 21:00;18,9;14;1,2;5,1;100;3,6;0,6;9,2;20,4;29,6;3,2;11,7
6/01/2023 22:00;21;19;1;0,7;150;7,7;0,5;3,8;17,1;21;0,4;11,6
6/01/2023 23:00;16,7;14;0,4;0;129;0,8;0,5;7,2;17,5;24,7;0,2;11,6
7/01/2023 0:00;14,7;10;0,1;0;139;2,9;0,5;4,8;16,3;21,1;0,1;11,8
7/01/2023 1:00;13;13;0,2;0;220;0,5;0,5;4,1;16,4;20,5;0;11,7
7/01/2023 2:00;17,4;15;0,4;0;99;0,7;0,5;7,1;15,6;22,6;0;11,8
7/01/2023 3:00;15,3;14;0,3;0;311;1,6;0,5;9,1;13,6;22,7;0;11,8
7/01/2023 4:00;12;12;1;0;69;10;0,2;3;6,3;9,3;0;11,6
7/01/2023 5:00;10,1;6;1,6;0;43;6,8;0,2;2,6;5,2;7,8;0,1;11,3
7/01/2023 6:00;11,3;4;0,6;0,1;31;3;0,2;3,1;6,4;9,5;0,2;11
7/01/2023 7:00;8,7;8;0,3;0;28;1,3;0,2;6;7,8;13,8;0;11,1
7/01/2023 8:00;12,4;10;1,7;0;47;6;0,3;8,1;7,9;16;0,1;12,5
7/01/2023 9:00;10,6;5;1,4;0;40;11,5;0,3;8,9;10,1;19;0,4;16,4
7/01/2023 10:00;14,6;8;1,6;0;41;20;0,2;4,4;7,8;12,2;0,4;21,9
7/01/2023 11:00;11,1;5;1;0;36;22,9;0,2;3,4;5,1;8,5;0,6;19,9
7/01/2023 12:00;10,2;8;1,5;0,6;353;18;0,2;3,4;7,2;10,6;0,9;17,3
7/01/2023 13:00;8;7;1,7;0;68;15,5;0,3;3,9;6,8;10,7;0,5;16
7/01/2023 14:00;11;11;0,3;0,3;290;7,6;0,4;7,4;9,6;17,1;0,4;14,7
7/01/2023 15:00;14,9;9;0,4;1,4;202;6,2;0,5;9,6;12,4;21,9;0,4;13,8
7/01/2023 16:00;17;17;1,1;0,4;6;5,7;0,6;12,7;15,4;28,1;0,4;13,7
7/01/2023 17:00;0;19;0,4;0;162;3,8;0,7;12,5;16,6;29,1;0,5;13,6
7/01/2023 18:00;0;20;0,2;0;334;1,1;0,8;14,7;18;32,6;0,3;13,1
7/01/2023 19:00;0;21;0,9;0;282;0,8;0,9;16;21,2;37,2;0,4;13
7/01/2023 20:00;0;27;0,8;0,2;337;1,5;0,8;15,3;17,6;33;0,4;12,8
7/01/2023 21:00;25;25;0,8;0,1;357;1,6;0,7;12,3;16,2;28,5;0,3;12,6
7/01/2023 22:00;20,9;20;1,2;0;347;0,6;0,8;13,7;19,1;32,7;0,2;12,6
7/01/2023 23:00;0;27;0,9;0;4;0,9;0,7;9,9;17;26,9;0;12,6
8/01/2023 0:00;27,6;16;1;0;299;0;0,6;14,3;12,1;26,4;0;12,4
8/01/2023 1:00;20,4;17;0,6;0;300;0,3;0,5;13,3;10,5;23,7;0;12,3
8/01/2023 2:00;22;22;0,8;0;286;0,6;0,4;13,7;9,4;23,1;0,3;12
8/01/2023 3:00;22,1;11;0,9;0;322;0,7;0,3;7,4;10,4;17,8;1,5;12
8/01/2023 4:00;22,7;14;0,4;0,1;295;1,2;0,3;5,6;8,8;14,4;1,3;11,9
8/01/2023 5:00;17,3;12;0,3;0,3;288;0;0,3;6,7;7,9;14,6;0,7;11,8
8/01/2023 6:00;17;14;0,4;0;65;2,1;0,2;5,9;7,2;13,1;0;11,7
8/01/2023 7:00;17,2;9;0,2;0;12;3,4;0,2;4;6,1;10,1;0;11,6
8/01/2023 8:00;13;7;0,7;0;58;3,6;0,3;6,4;7,5;14;0;12,4
8/01/2023 9:00;12,6;10;1,1;0;97;16,8;0,2;3,9;6,3;10,2;0;14,7
8/01/2023 10:00;19,3;6;0,7;0;111;23,8;0,1;1,8;5,5;7,3;0,2;19,3
8/01/2023 11:00;15;2;2;0;111;25;0,1;1,1;2,4;3,5;0,4;18
8/01/2023 12:00;11,5;3;2;0;110;24,9;0,1;1,1;2,4;3,5;2,3;18,2
8/01/2023 13:00;10,1;2;2,2;0;99;25,7;0,1;1;2;3;0,9;19,4
8/01/2023 14:00;17,2;1;2;0;119;25,8;0,1;0,9;1,8;2,7;0,8;19
8/01/2023 15:00;12;1;1,7;0;108;24,2;0,1;0,9;1,9;2,9;0,6;17,9
8/01/2023 16:00;8,4;4;1;0;85;21,3;0,1;1,1;2,4;3,5;0,7;18,4
8/01/2023 17:00;6,8;4;1,5;0;151;18,2;0,1;1;3,6;4,6;0,7;15,9
8/01/2023 18:00;5,3;4;1,3;0;168;18,1;0,1;0,7;3,9;4,6;0,7;15,2
8/01/2023 19:00;6;6;0,9;0;141;16,7;0,2;0,6;5,1;5,7;0,5;14,4
8/01/2023 20:00;5;5;1,2;0;97;13,3;0,2;0,8;7;7,8;0,5;14
8/01/2023 21:00;0;8;2,1;0;89;17,1;0,2;0,9;6;6,9;0,5;13,9
8/01/2023 22:00;0;7;1,9;0;76;7,9;0,3;2,6;10,1;12,7;0,5;13
8/01/2023 23:00;0;6;0,5;0;42;1,8;0,4;9,2;11,1;20,4;0,3;11,5
9/01/2023 0:00;0;6;0,2;0;349;0,6;0,4;11,6;9,3;20,9;0,3;9,5
9/01/2023 1:00;0;9;0,3;0;307;0,4;0,5;22,7;7,7;30,3;0;9,5
9/01/2023 2:00;0;6;0,3;0;307;0;0,6;28,6;6,2;34,8;0,7;10,2
9/01/2023 3:00;0;7;0;0;222;0;0,6;26,9;6,6;33,6;0,5;10,2
9/01/2023 4:00;0;13;0,5;0;303;0,5;0,6;26,1;5,7;31,8;0,4;10,3
9/01/2023 5:00;0;9;0,8;0;325;0,4;0,4;18,6;7,8;26,4;2,9;10,2
9/01/2023 6:00;0;12;0,3;0;252;0,1;0,3;20,8;7,4;28,1;1,3;9,5
9/01/2023 7:00;0;11;0,4;0;317;0,6;0,4;28;5,2;33,2;0,9;9,5
9/01/2023 8:00;11,3;11;0,4;0;27;2,1;0,5;29,7;6,4;36,1;1,9;12,7
9/01/2023 9:00;17,9;15;0,9;0;26;7,3;0,6;26,5;15,5;42;4;17,4
9/01/2023 10:00;23,7;18;0,9;0;357;13,8;0,4;12,8;10,3;23,2;1,9;17,5
9/01/2023 11:00;21,8;12;1,3;0;286;17,9;0,3;8,1;7,3;15,4;1,1;17,8
9/01/2023 12:00;22,3;7;1,2;0;29;23,7;0,2;4,4;4,8;9,2;1;19,5
9/01/2023 13:00;16,2;2;1,2;0;22;24,7;0,2;2,7;3,7;6,5;1,2;19,9
9/01/2023 14:00;13,2;1;0,4;0;62;25,3;0,2;2;3,5;5,5;1;19,9
9/01/2023 15:00;9,5;3;1,5;0;159;23,6;0,1;1,4;2,8;4,3;1,1;19,5
9/01/2023 16:00;7;2;0,9;0;280;30,6;0,2;2,4;5,4;7,8;1,5;20,5
9/01/2023 17:00;11,5;7;2,9;0,3;317;38,5;0,3;1,7;8,9;10,7;1,6;17,9
9/01/2023 18:00;0;20;2,4;0,6;292;28,7;0,3;1;10,8;11,8;1,3;14,6
9/01/2023 19:00;0;25;0,4;3,5;345;17,5;0,3;1;11,1;12,1;1;13,2
9/01/2023 20:00;0;22;1;5,1;4;9,6;0,4;2;9,8;11,9;1;12,8
9/01/2023 21:00;0;18;0,8;0,5;335;5,8;0,3;2,6;11,9;14,5;1;12,6
9/01/2023 22:00;12,5;11;0,4;0,4;30;2,1;0,4;3,3;11,7;15;0,9;12,5
9/01/2023 23:00;17,9;16;0,9;0,6;15;1,2;0,4;4,8;11,9;16,7;0,8;12,3
10/01/2023 0:00;12,8;11;1,2;0;354;2,7;0,3;4,2;14,4;18,6;0,8;12,2
10/01/2023 1:00;10,8;8;0,7;2,2;60;5;0,4;3,1;10,5;13,6;0,7;11,9
10/01/2023 2:00;8;8;0,4;3,7;70;4,3;0,3;3,1;8,9;12;0,6;11,6
10/01/2023 3:00;14,3;7;0,4;0,2;62;5,4;0,3;2,9;6,9;9,8;0,6;11,7
10/01/2023 4:00;10,7;6;0,6;0,1;20;10,8;0,3;3;5,1;8,1;0,6;11,7
10/01/2023 5:00;10;10;0,6;0;24;9,8;0,2;2,4;4,5;6,8;0,7;11,6
10/01/2023 6:00;8,5;8;0,2;0;278;4;0,3;3,8;7,6;11,4;0,6;11,6
10/01/2023 7:00;10;10;0,5;0;302;0,6;0,6;22,4;11,7;34,1;0,7;11,9
10/01/2023 8:00;0;16;0,8;0;14;2,3;1;31,4;12;43,3;0,8;13,1
10/01/2023 9:00;0;17;1,5;0;21;5,3;0,9;30,7;14,6;45,3;1;16,1
10/01/2023 10:00;22,5;11;0,8;0;319;6,9;0,7;21,1;17,5;38,6;1,2;16,1
10/01/2023 11:00;17,1;14;1,8;0,7;44;8,8;0,6;18,7;12,2;30,9;1;15,7
10/01/2023 12:00;13,6;11;2,1;0;57;13,5;0,5;9,6;8,4;18;1;15,3
10/01/2023 13:00;19;8;0,9;0;79;12,9;0,6;12,7;12,3;25;1,2;17,4
10/01/2023 14:00;18,6;9;1,4;0;182;19;0,5;8,5;10,3;18,8;1,1;17,1
10/01/2023 15:00;13,3;6;1,7;0;250;28,6;0,6;10,4;14,3;24,8;1,4;19,9
10/01/2023 16:00;18;18;2,4;4,3;310;30,7;0,5;4;15,6;19,7;1,4;16,1
10/01/2023 17:00;0;26;1,7;0,9;309;14,8;0,6;5,5;17,9;23,4;1;13,7
10/01/2023 18:00;23;21;1;8,8;288;8,8;0,6;5;18,4;23,4;0,9;12,8
10/01/2023 19:00;20;13;0,9;2,3;20;2,3;0,7;6,7;16,5;23,2;0,8;12,2
10/01/2023 20:00;19,4;12;0,6;0,2;14;0,6;0,9;13,1;18,6;31,7;0,7;11,6
10/01/2023 21:00;0;19;0,4;0;259;0,4;1,2;30,3;14,6;44,9;0,7;11,3
10/01/2023 22:00;0;11;0,3;0;151;0,4;1,6;55,3;14,9;70,1;0,8;11,2
10/01/2023 23:00;0;13;0;0;183;0,7;1,6;59,3;14,3;73,6;0,8;11,6
11/01/2023 0:00;25;25;0,2;0;2;0,5;1;29,7;14,9;44,6;0,6;11,9
11/01/2023 1:00;22,4;14;0,6;0,8;83;0,5;0,8;30;14,4;44,3;0,5;11,8
11/01/2023 2:00;21,2;16;0,7;0,4;318;0,3;0,8;30;13;43;0,5;11,9
11/01/2023 3:00;14,9;12;0,4;0,3;19;0,6;0,5;20,3;9,1;29,4;0,3;11,4
11/01/2023 4:00;15,7;8;0,5;0,1;1;0,3;0,3;13,4;7,2;20,6;0,2;11
11/01/2023 5:00;15,3;9;0,8;0;48;1,9;0,2;8,5;7,5;16;0,2;10,7
11/01/2023 6:00;12,7;7;0,5;0;84;0,5;0,3;10,8;8,7;19,5;0,2;10,3
11/01/2023 7:00;9,2;6;0,2;0;231;0,9;0,4;23,9;6,7;30,6;0,2;9,5
11/01/2023 8:00;10,7;7;0,5;0;7;1,9;1,1;58,6;6,5;65,1;0,5;12,2
11/01/2023 9:00;0;24;0,6;0;327;8;1,2;0;0;0;0;18,2
11/01/2023 10:00;30,5;19;0,3;0;277;17,9;0,8;0;0;0;0;21,2
11/01/2023 11:00;22,6;13;1,1;0;146;13,1;0,2;0;0;0;0;20,4
11/01/2023 12:00;23,4;7;2,1;0;105;21,2;0,2;2,5;3,4;6;0;20,7
11/01/2023 13:00;17,4;4;2,3;0;98;20,8;0,2;2,9;3,8;6,7;0;20,6
11/01/2023 14:00;12,9;3;1,7;0;172;20,2;0,2;2,4;3,4;5,8;0,7;20,9
11/01/2023 15:00;9,6;0;1,1;0;75;21,6;0,2;2,6;4;6,6;2,7;21
11/01/2023 16:00;6,9;0;0,4;0;300;23;0,2;2,9;6;8,9;1,4;20,2
11/01/2023 17:00;5,8;4;2,5;0;295;21,6;0,3;3,4;13,8;17,3;1,3;15,4
11/01/2023 18:00;0;24;1,7;0;303;9,5;0,6;5,9;17,6;23,5;2,4;13,9
11/01/2023 19:00;0;15;1,5;0;306;4,7;0,7;7,3;18,4;25,7;1,2;13,4
11/01/2023 20:00;0;14;0,8;0;328;0,6;0,8;15,1;19,2;34,3;1,1;13,1
11/01/2023 21:00;0;19;0,5;0;336;0,2;0,9;25,3;18,6;43,9;1;12,3
11/01/2023 22:00;0;23;0,6;0;326;0,3;1;34,9;17,2;52,1;0,9;12
11/01/2023 23:00;0;33;0,8;0;336;0,7;1;35,9;17,7;53,6;1;12,3
12/01/2023 0:00;25,4;25;0,8;0;360;1,6;0,5;13,6;14,8;28,4;0,8;12,6
12/01/2023 1:00;29;16;0,4;0,4;286;0,5;0,5;8,4;15,1;23,5;0;12,2
12/01/2023 2:00;32,4;18;1,1;1,1;353;0,3;0,5;21;17,1;38,1;0,7;12,3
12/01/2023 3:00;25,1;17;0,8;0,6;21;1;0,3;9,4;13,4;22,8;0,6;12,1
12/01/2023 4:00;24,8;12;0,4;0,1;193;3;0,2;4,3;9,3;13,6;0,2;11,5
12/01/2023 5:00;17,9;9;0,4;0,5;128;4,5;0,2;4;9,4;13,3;0,2;10,9
12/01/2023 6:00;13,6;8;0,4;0,5;186;1,6;0,2;7,7;10,4;18,1;0,2;10,9
12/01/2023 7:00;10,2;6;0,3;0;269;0,6;0,5;20;10,7;30,8;0,2;11,2
12/01/2023 8:00;15;10;0,6;0;276;1,2;1;39;13,7;52,7;0,4;12,3
12/01/2023 9:00;16,1;13;0,1;0;295;2,4;1,2;46,7;17,2;64;0,6;14,1
12/01/2023 10:00;21;21;0,3;0,4;343;6,1;1,2;36,5;24,5;61;0,6;15,2
12/01/2023 11:00;22,8;20;0,9;0;322;11,3;1;26,8;21,9;48,6;0,7;17,2
